"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"1996","West Region","Wine","155382573","20044352","4628907","4330","","4043048","4958","",".","118","18335144"
"1996","West Region","Beer","1250967266","56293527","4628907","12161","","4043048","13924","",".","48","60046429"
"1996","West Region","All Beverages","","107372654","4628907","23196","","4043048","26557","",".","","107000016"
"1996","United States","Spirits","329083218","135253200","21461287","6302","","18817313","7188","",".","378","124393457"
"1996","United States","Wine","498295848","64280164","21461287","2995","","18817313","3416","",".","108","53815952"
"1996","United States","Beer","5873115230","264290185","21461287","12315","","18817313","14045","",".","48","281909531"
"1996","United States","All Beverages","","463823550","21461287","21612","","18817313","24649","",".","","460118940"
"1997","Alabama","Spirits","4431808","1821473","350851","5192","8","305016","5972","8",".","386","1710678"
"1997","Alabama","Wine","4450545","574120","350851","1636","8","305016","1882","8",".","107","476208"
"1997","Alabama","Beer","88806655","3996299","350851","11390","7","305016","13102","7",".","47","4173913"
"1997","Alabama","All Beverages","","6391892","350851","18218","9","305016","20956","9",".","","6360799"
"1997","Alaska","Spirits","1002062","411847","46582","8841","2","39993","10298","1",".","360","360742"
"1997","Alaska","Wine","1306624","168554","46582","3618","4","39993","4215","3",".","109","142422"
"1997","Alaska","Beer","13569382","610622","46582","13108","4","39993","15268","4",".","47","637761"
"1997","Alaska","All Beverages","","1191024","46582","25568","2","39993","29781","2",".","","1140925"
"1997","Arizona","Spirits","6213868","2553900","376598","6781","5","329914","7741","4",".","374","2323987"
"1997","Arizona","Wine","9020531","1163648","376598","3090","5","329914","3527","5",".","106","956176"
"1997","Arizona","Beer","121314929","5459172","376598","14496","2","329914","16547","2",".","47","5701802"
"1997","Arizona","All Beverages","","9176720","376598","24367","2","329914","27815","3",".","","8981965"
"1997","Arkansas","Spirits","2619513","1076620","208248","5170","8","180585","5962","8",".","364","953503"
"1997","Arkansas","Wine","1941957","250512","208248","1203","10","180585","1387","10",".","111","215557"
"1997","Arkansas","Beer","49724000","2237580","208248","10745","9","180585","12391","9",".","47","2337028"
"1997","Arkansas","All Beverages","","3564712","208248","17118","10","180585","19740","10",".","","3506088"
"1997","California","Spirits","38060162","15642727","2522497","6201","6","2206497","7089","6",".","372","14158380"
"1997","California","Wine","100946077","13022044","2522497","5162","1","2206497","5902","1",".","109","11003122"
"1997","California","Beer","638445000","28730025","2522497","11390","7","2206497","13021","8",".","47","30006915"
"1997","California","All Beverages","","57394796","2522497","22753","5","2206497","26012","4",".","","55168417"
"1997","Colorado","Spirits","6321033","2597945","321803","8073","2","282403","9199","2",".","366","2313498"
"1997","Colorado","Wine","9320189","1202304","321803","3736","3","282403","4257","3",".","104","969300"
"1997","Colorado","Beer","93210339","4194465","321803","13034","5","282403","14853","5",".","47","4380886"
"1997","Colorado","All Beverages","","7994714","321803","24843","2","282403","28310","2",".","","7663684"
"1997","Connecticut","Spirits","4837337","1988145","270335","7354","3","241644","8228","4",".","364","1760791"
"1997","Connecticut","Wine","10143813","1308552","270335","4840","2","241644","5415","2",".","107","1085388"
"1997","Connecticut","Beer","57054982","2567474","270335","9497","10","241644","10625","10",".","47","2681584"
"1997","Connecticut","All Beverages","","5864172","270335","21692","6","241644","24268","7",".","","5527763"
"1997","Delaware","Spirits","1452795","597099","60583","9856","1","53362","11189","1",".","370","537534"
"1997","Delaware","Wine","2154362","277913","60583","4587","2","53362","5208","2",".","107","230517"
"1997","Delaware","Beer","18439451","829775","60583","13696","3","53362","15550","4",".","47","866654"
"1997","Delaware","All Beverages","","1704787","60583","28140","1","53362","31947","1",".","","1634705"
"1997","District of Columbia","Spirits","1842754","757372","47116","16074","1","42325","17894","1",".","388","714989"
"1997","District of Columbia","Wine","2927083","377594","47116","8014","1","42325","8921","1",".","109","319052"
"1997","District of Columbia","Beer","14880000","669600","47116","14212","2","42325","15820","3",".","48","714240"
"1997","District of Columbia","All Beverages","","1804566","47116","38300","1","42325","42636","1",".","","1748281"
"1997","Florida","Spirits","24280045","9979099","1244856","8016","2","1114502","8954","3",".","377","9153577"
"1997","Florida","Wine","36027373","4647531","1244856","3733","3","1114502","4170","4",".","106","3818902"
"1997","Florida","Beer","375007000","16875315","1244856","13556","4","1114502","15142","4",".","48","18000336"
"1997","Florida","All Beverages","","31501945","1244856","25306","2","1114502","28265","2",".","","30972815"
"1997","Georgia","Spirits","10383179","4267486","610230","6993","4","531524","8029","4",".","384","3987141"
"1997","Georgia","Wine","11115782","1433936","610230","2350","6","531524","2698","6",".","106","1178273"
"1997","Georgia","Beer","162347000","7305615","610230","11972","6","531524","13745","6",".","48","7792656"
"1997","Georgia","All Beverages","","13007037","610230","21315","6","531524","24471","6",".","","12958070"
"1997","Hawaii","Spirits","1309959","538393","96997","5551","7","85437","6302","7",".","372","487305"
"1997","Hawaii","Wine","2988906","385569","96997","3975","3","85437","4513","3",".","104","310846"
"1997","Hawaii","Beer","29729000","1337805","96997","13792","3","85437","15658","3",".","47","1397263"
"1997","Hawaii","All Beverages","","2261767","96997","23318","4","85437","26473","4",".","","2195414"
"1997","Idaho","Spirits","1207285","496194","95946","5172","8","80843","6138","8",".","366","441866"
"1997","Idaho","Wine","2402538","309927","95946","3230","4","80843","3834","4",".","105","252267"
"1997","Idaho","Beer","23715000","1067175","95946","11123","8","80843","13200","7",".","47","1114605"
"1997","Idaho","All Beverages","","1873296","95946","19524","8","80843","23172","7",".","","1808738"
"1997","Illinois","Spirits","15353391","6310244","967697","6521","5","845845","7460","5",".","364","5588634"
"1997","Illinois","Wine","26321279","3395445","967697","3509","4","845845","4014","4",".","112","2947983"
"1997","Illinois","Beer","270769178","12184613","967697","12591","6","845845","14405","6",".","47","12726151"
"1997","Illinois","All Beverages","","21890302","967697","22621","5","845845","25880","5",".","","21262768"
"1997","Indiana","Spirits","6809141","2798557","477235","5864","7","414449","6752","7",".","366","2492146"
"1997","Indiana","Wine","6679979","861717","477235","1806","8","414449","2079","8",".","107","714758"
"1997","Indiana","Beer","115165000","5182425","477235","10859","9","414449","12504","9",".","47","5412755"
"1997","Indiana","All Beverages","","8842699","477235","18529","8","414449","21336","9",".","","8619659"
"1997","Iowa","Spirits","2575140","1058383","234066","4522","9","202771","5220","9",".","339","872972"
"1997","Iowa","Wine","2143079","276457","234066","1181","10","202771","1363","10",".","104","222880"
"1997","Iowa","Beer","66493341","2992200","234066","12784","5","202771","14757","5",".","45","2992200"
"1997","Iowa","All Beverages","","4327040","234066","18486","9","202771","21340","8",".","","4088052"
"1997","Kansas","Spirits","2436660","1001467","209683","4776","9","181382","5521","9",".","361","879634"
"1997","Kansas","Wine","1906289","245911","209683","1173","10","181382","1356","10",".","103","196348"
"1997","Kansas","Beer","50096000","2254320","209683","10751","9","181382","12429","9",".","46","2304416"
"1997","Kansas","All Beverages","","3501698","209683","16700","10","181382","19306","10",".","","3380398"
"1997","Kentucky","Spirits","4108022","1688397","318721","5297","8","277300","6089","8",".","369","1515860"
"1997","Kentucky","Wine","3149884","406335","318721","1275","9","277300","1465","9",".","106","333888"
"1997","Kentucky","Beer","75516000","3398220","318721","10662","10","277300","12255","9",".","47","3549252"
"1997","Kentucky","All Beverages","","5492952","318721","17234","9","277300","19809","9",".","","5399000"
"1997","Louisiana","Spirits","6001854","2466762","347924","7090","4","297022","8305","3",".","363","2178673"
"1997","Louisiana","Wine","6069095","782913","347924","2250","6","297022","2636","6",".","114","691877"
"1997","Louisiana","Beer","116498000","5242410","347924","15068","2","297022","17650","2",".","47","5475406"
"1997","Louisiana","All Beverages","","8492085","347924","24408","2","297022","28591","2",".","","8345956"
"1997","Maine","Spirits","1691906","695373","102201","6804","4","90086","7719","5",".","362","612470"
"1997","Maine","Wine","2525233","325755","102201","3187","4","90086","3616","4",".","106","267675"
"1997","Maine","Beer","26443000","1189935","102201","11643","7","90086","13209","7",".","47","1242821"
"1997","Maine","All Beverages","","2211063","102201","21634","6","90086","24544","6",".","","2122966"
"1997","Maryland","Spirits","7342032","3017575","411406","7335","3","364842","8271","3",".","381","2797314"
"1997","Maryland","Wine","9343838","1205355","411406","2930","5","364842","3304","5",".","108","1009135"
"1997","Maryland","Beer","98642000","4438890","411406","10790","9","364842","12167","10",".","48","4734816"
"1997","Maryland","All Beverages","","8661820","411406","21054","7","364842","23741","7",".","","8541265"
"1997","Massachusetts","Spirits","9360421","3847133","505635","7609","3","451265","8525","3",".","358","3351031"
"1997","Massachusetts","Wine","19337044","2494479","505635","4933","1","451265","5528","1",".","108","2088401"
"1997","Massachusetts","Beer","127401709","5733077","505635","11338","8","451265","12704","8",".","47","5987880"
"1997","Massachusetts","All Beverages","","12074688","505635","23880","3","451265","26757","4",".","","11427312"
"1997","Michigan","Spirits","12478504","5128665","780337","6572","5","681367","7527","5",".","370","4617046"
"1997","Michigan","Wine","13538531","1746471","780337","2238","6","681367","2563","6",".","110","1489238"
"1997","Michigan","Beer","206522000","9293490","780337","11910","7","681367","13639","6",".","47","9706534"
"1997","Michigan","All Beverages","","16168626","780337","20720","7","681367","23730","7",".","","15812818"
"1997","Minnesota","Spirits","7801829","3206552","379430","8451","2","330042","9716","2",".","370","2886677"
"1997","Minnesota","Wine","7859372","1013859","379430","2672","5","330042","3072","5",".","105","825234"
"1997","Minnesota","Beer","101029000","4546305","379430","11982","6","330042","13775","6",".","47","4748363"
"1997","Minnesota","All Beverages","","8766716","379430","23105","4","330042","26562","4",".","","8460274"
"1997","Mississippi","Spirits","3242713","1332755","218886","6089","6","186168","7159","6",".","380","1232231"
"1997","Mississippi","Wine","1493026","192600","218886","880","10","186168","1035","10",".","114","170205"
"1997","Mississippi","Beer","67611000","3042495","218886","13900","3","186168","16343","3",".","48","3245328"
"1997","Mississippi","All Beverages","","4567850","218886","20869","7","186168","24536","6",".","","4647764"
"1997","Missouri","Spirits","6687555","2748585","439176","6259","6","382961","7177","6",".","360","2407520"
"1997","Missouri","Wine","7445437","960461","439176","2187","7","382961","2508","7",".","110","818998"
"1997","Missouri","Beer","127040008","5716800","439176","13017","5","382961","14928","5",".","47","5970880"
"1997","Missouri","All Beverages","","9425847","439176","21463","6","382961","24613","6",".","","9197398"
"1997","Montana","Spirits","1108130","455442","71581","6363","5","61741","7377","5",".","375","415549"
"1997","Montana","Wine","1502062","193766","71581","2707","5","61741","3138","5",".","106","159219"
"1997","Montana","Beer","22475000","1011375","71581","14129","3","61741","16381","2",".","47","1056325"
"1997","Montana","All Beverages","","1660583","71581","23198","4","61741","26896","3",".","","1631093"
"1997","Nebraska","Spirits","1847077","759149","134403","5648","7","116102","6539","7",".","364","672336"
"1997","Nebraska","Wine","1889949","243803","134403","1814","7","116102","2100","7",".","108","204114"
"1997","Nebraska","Beer","40275798","1812411","134403","13485","4","116102","15610","3",".","47","1892963"
"1997","Nebraska","All Beverages","","2815363","134403","20947","7","116102","24249","7",".","","2769413"
"1997","Nevada","Spirits","4458886","1832602","141114","12987","1","125763","14572","1",".","371","1654247"
"1997","Nevada","Wine","6330970","816695","141114","5787","1","125763","6494","1",".","110","696407"
"1997","Nevada","Beer","57685852","2595863","141114","18395","1","125763","20641","1",".","47","2711235"
"1997","Nevada","All Beverages","","5245161","141114","37170","1","125763","41707","1",".","","5061889"
"1997","New Hampshire","Spirits","3994386","1641693","95310","17225","1","84142","19511","1",".","367","1465940"
"1997","New Hampshire","Wine","3994006","515227","95310","5406","1","84142","6123","1",".","108","431353"
"1997","New Hampshire","Beer","37727000","1697715","95310","17812","1","84142","20177","1",".","47","1773169"
"1997","New Hampshire","All Beverages","","3854635","95310","40443","1","84142","45811","1",".","","3670462"
"1997","New Jersey","Spirits","11938147","4906578","661668","7415","3","590185","8314","3",".","368","4393238"
"1997","New Jersey","Wine","23470402","3027682","661668","4576","2","590185","5130","2",".","108","2534803"
"1997","New Jersey","Beer","146134000","6576030","661668","9939","10","590185","11142","10",".","48","7014432"
"1997","New Jersey","All Beverages","","14510290","661668","21930","5","590185","24586","6",".","","13942473"
"1997","New Mexico","Spirits","1959598","805395","137969","5837","7","118135","6818","7",".","371","727011"
"1997","New Mexico","Wine","2518175","324845","137969","2354","6","118135","2750","6",".","106","266927"
"1997","New Mexico","Beer","46447348","2090131","137969","15149","1","118135","17693","1",".","47","2183025"
"1997","New Mexico","All Beverages","","3220370","137969","23341","3","118135","27260","3",".","","3176963"
"1997","New York","Spirits","20521300","8434254","1498733","5628","7","1324264","6369","7",".","375","7695488"
"1997","New York","Wine","42121222","5433638","1498733","3625","4","1324264","4103","4",".","108","4549092"
"1997","New York","Beer","287928000","12956760","1498733","8645","10","1324264","9784","10",".","48","13820544"
"1997","New York","All Beverages","","26824652","1498733","17898","9","1324264","20256","9",".","","26065124"
"1997","North Carolina","Spirits","7773581","3194942","619759","5155","8","546833","5843","8",".","383","2977281"
"1997","North Carolina","Wine","10994989","1418354","619759","2289","6","546833","2594","6",".","115","1264424"
"1997","North Carolina","Beer","168206000","7569270","619759","12213","6","546833","13842","6",".","48","8073888"
"1997","North Carolina","All Beverages","","12182566","619759","19657","7","546833","22278","8",".","","12315593"
"1997","North Dakota","Spirits","984672","404700","52453","7715","3","44956","9002","2",".","363","357436"
"1997","North Dakota","Wine","519292","66989","52453","1277","9","44956","1490","9",".","106","55045"
"1997","North Dakota","Beer","16312686","734071","52453","13995","3","44956","16328","3",".","47","766696"
"1997","North Dakota","All Beverages","","1205760","52453","22987","4","44956","26821","4",".","","1179177"
"1997","Ohio","Spirits","9451886","3884725","904362","4296","10","790949","4911","10",".","355","3355419"
"1997","Ohio","Wine","12972850","1673498","904362","1850","7","790949","2116","7",".","111","1439986"
"1997","Ohio","Beer","257331000","11579895","904362","12804","5","790949","14640","5",".","47","12094557"
"1997","Ohio","All Beverages","","17138118","904362","18950","8","790949","21668","8",".","","16889962"
"1997","Oklahoma","Spirits","2812242","1155832","269317","4292","10","232629","4969","10",".","381","1071464"
"1997","Oklahoma","Wine","2553309","329377","269317","1223","9","232629","1416","9",".","113","288524"
"1997","Oklahoma","Beer","65561404","2950263","269317","10955","8","232629","12682","8",".","46","3015825"
"1997","Oklahoma","All Beverages","","4435472","269317","16469","10","232629","19067","10",".","","4375813"
"1997","Oregon","Spirits","3922838","1612286","266875","6041","6","233767","6897","6",".","379","1486756"
"1997","Oregon","Wine","9139276","1178967","266875","4418","3","233767","5043","2",".","107","977903"
"1997","Oregon","Beer","70741368","3183362","266875","11928","6","233767","13618","7",".","48","3395586"
"1997","Oregon","All Beverages","","5974614","266875","22387","5","233767","25558","5",".","","5860245"
"1997","Pennsylvania","Spirits","10799105","4438432","995435","4459","10","879593","5046","10",".","364","3930874"
"1997","Pennsylvania","Wine","13593934","1753617","995435","1762","8","879593","1994","8",".","112","1522521"
"1997","Pennsylvania","Beer","293105000","13189725","995435","13250","4","879593","14995","4",".","47","13775935"
"1997","Pennsylvania","All Beverages","","19381774","995435","19471","8","879593","22035","8",".","","19229330"
"1997","Rhode Island","Spirits","1295835","532588","83532","6376","5","73782","7218","6",".","355","460021"
"1997","Rhode Island","Wine","2865260","369619","83532","4425","2","73782","5010","3",".","108","309448"
"1997","Rhode Island","Beer","22568000","1015560","83532","12158","6","73782","13764","6",".","47","1060696"
"1997","Rhode Island","All Beverages","","1917767","83532","22958","4","73782","25992","5",".","","1830165"
"1997","South Carolina","Spirits","5344316","2196514","308628","7117","4","268319","8186","4",".","387","2068250"
"1997","South Carolina","Wine","4814588","621082","308628","2012","7","268319","2315","7",".","105","505532"
"1997","South Carolina","Beer","101711000","4576995","308628","14830","2","268319","17058","2",".","48","4882128"
"1997","South Carolina","All Beverages","","7394591","308628","23960","3","268319","27559","3",".","","7455910"
"1997","South Dakota","Spirits","993377","408278","58936","6927","4","50333","8112","4",".","369","366556"
"1997","South Dakota","Wine","589459","76040","58936","1290","9","50333","1511","9",".","111","65430"
"1997","South Dakota","Beer","17453000","785385","58936","13326","4","50333","15604","4",".","47","820291"
"1997","South Dakota","All Beverages","","1269703","58936","21544","6","50333","25226","5",".","","1252277"
"1997","Tennessee","Spirits","5424115","2229311","445157","5008","9","390668","5706","9",".","377","2044891"
"1997","Tennessee","Wine","5177917","667951","445157","1500","8","390668","1710","8",".","107","554037"
"1997","Tennessee","Beer","113274000","5097330","445157","11451","7","390668","13048","7",".","47","5323878"
"1997","Tennessee","All Beverages","","7994592","445157","17959","9","390668","20464","9",".","","7922806"
"1997","Texas","Spirits","17673850","7263952","1534472","4734","9","1320375","5501","9",".","389","6875128"
"1997","Texas","Wine","22582052","2913085","1534472","1898","7","1320375","2206","7",".","106","2393698"
"1997","Texas","Beer","531216000","23904720","1534472","15578","1","1320375","18104","1",".","46","24435936"
"1997","Texas","All Beverages","","34081757","1534472","22211","5","1320375","25812","5",".","","33704762"
"1997","Utah","Spirits","1496712","615149","159101","3866","10","128856","4774","10",".","349","522352"
"1997","Utah","Wine","1642115","211833","159101","1331","9","128856","1644","9",".","107","175706"
"1997","Utah","Beer","26412000","1188540","159101","7470","10","128856","9224","10",".","47","1241364"
"1997","Utah","All Beverages","","2015522","159101","12668","10","128856","15642","10",".","","1939422"
"1997","Vermont","Spirits","741353","304696","48255","6314","6","42205","7219","5",".","369","273559"
"1997","Vermont","Wine","1678020","216465","48255","4486","2","42205","5129","2",".","106","177870"
"1997","Vermont","Beer","13888000","624960","48255","12951","5","42205","14808","5",".","47","652736"
"1997","Vermont","All Beverages","","1146121","48255","23751","3","42205","27156","3",".","","1104165"
"1997","Virginia","Spirits","6460507","2655268","551509","4815","9","486773","5455","9",".","383","2474374"
"1997","Virginia","Wine","12563392","1620678","551509","2939","5","486773","3329","5",".","104","1306593"
"1997","Virginia","Beer","135966000","6118470","551509","11094","8","486773","12569","8",".","48","6526368"
"1997","Virginia","All Beverages","","10394416","551509","18847","8","486773","21354","8",".","","10307335"
"1997","Washington","Spirits","6930410","2848398","453570","6280","6","397050","7174","6",".","378","2619695"
"1997","Washington","Wine","14883420","1919961","453570","4233","3","397050","4836","3",".","106","1577643"
"1997","Washington","Beer","110267000","4962015","453570","10940","9","397050","12497","9",".","48","5292816"
"1997","Washington","All Beverages","","9730374","453570","21453","6","397050","24507","6",".","","9490154"
"1997","West Virginia","Spirits","1362009","559786","150746","3713","10","131725","4250","10",".","381","518925"
"1997","West Virginia","Wine","1081428","139504","150746","925","10","131725","1059","10",".","106","114631"
"1997","West Virginia","Beer","37541000","1689345","150746","11207","8","131725","12825","8",".","47","1764427"
"1997","West Virginia","All Beverages","","2388635","150746","15845","10","131725","18133","10",".","","2397983"
"1997","Wisconsin","Spirits","9154782","3762615","423103","8893","1","367783","10231","2",".","369","3378114"
"1997","Wisconsin","Wine","8222778","1060738","423103","2507","6","367783","2884","6",".","108","888060"
"1997","Wisconsin","Beer","147859766","6653689","423103","15726","1","367783","18091","1",".","47","6949409"
"1997","Wisconsin","All Beverages","","11477043","423103","27126","1","367783","31206","1",".","","11215583"
"1997","Wyoming","Spirits","768627","315906","39030","8094","2","33163","9526","2",".","363","279012"
"1997","Wyoming","Wine","517649","66777","39030","1711","8","33163","2014","8",".","106","54871"
"1997","Wyoming","Beer","12276000","552420","39030","14154","2","33163","16658","2",".","47","576972"
"1997","Wyoming","All Beverages","","935103","39030","23958","3","33163","28197","2",".","","910855"
"1997","Northeast Region","Spirits","65179789","26788892","4261108","6287","","3777169","7092","",".","366","23855803"
"1997","Northeast Region","Wine","119728933","15445034","4261108","3625","","3777169","4089","",".","108","12930725"
"1997","Northeast Region","Beer","1012249690","45551236","4261108","10690","","3777169","12060","",".","48","48587985"
"1997","Northeast Region","All Beverages","","87785162","4261108","20601","","3777169","23241","",".","","85374513"
"1997","Midwest Region","Spirits","76574014","31471919","5060887","6219","","4408944","7138","",".","362","27719793"
"1997","Midwest Region","Wine","90088294","11621390","5060887","2296","","4408944","2636","",".","109","9819624"
"1997","Midwest Region","Beer","1416346777","63735605","5060887","12594","","4408944","14456","",".","47","66568299"
"1997","Midwest Region","All Beverages","","106828914","5060887","21109","","4408944","24230","",".","","104107716"
"1997","South Region","Spirits","112555337","46260242","7698415","6009","","6729974","6874","",".","381","42883583"
"1997","South Region","Wine","138440617","17858840","7698415","2320","","6729974","2654","",".","106","14674705"
"1997","South Region","Beer","2220946510","99942593","7698415","12982","","6729974","14850","",".","48","106605432"
"1997","South Region","All Beverages","","164061675","7698415","21311","","6729974","24378","",".","","164163720"
"1997","West Region","Spirits","74759569","30726184","4729671","6496","","4123567","7451","",".","372","27810560"
"1997","West Region","Wine","162518531","20964891","4729671","4433","","4123567","5084","",".","108","17552001"
"1997","West Region","Beer","1266288218","56982970","4729671","12048","","4123567","13819","",".","47","59515546"
"1997","West Region","All Beverages","","108674044","4729671","22977","","4123567","26354","",".","","104878107"
"1997","United States","Spirits","329068709","135247238","21750082","6218","","19039655","7103","",".","371","122084491"
"1997","United States","Wine","510776376","65890154","21750082","3029","","19039655","3461","",".","108","55163849"
"1997","United States","Beer","5915831196","266212404","21750082","12240","","19039655","13982","",".","47","278044066"
"1997","United States","All Beverages","","467349796","21750082","21487","","19039655","24546","",".","","455292406"
"1998","Alabama","Spirits","4441430","1825428","354504","5149","8","308745","5912","8",".","385","1709951"
"1998","Alabama","Wine","4668323","602214","354504","1699","8","308745","1951","8",".","108","504179"
"1998","Alabama","Beer","91745402","4128543","354504","11646","7","308745","13372","7",".","47","4312034"
"1998","Alabama","All Beverages","","6556184","354504","18494","9","308745","21235","9",".","","6526164"
"1998","Alaska","Spirits","1091605","448649","47001","9545","1","40224","11154","1",".","363","396252"
"1998","Alaska","Wine","1331573","171773","47001","3655","4","40224","4270","3",".","110","146473"
"1998","Alaska","Beer","14539000","654255","47001","13920","3","40224","16265","3",".","47","683333"
"1998","Alaska","All Beverages","","1274677","47001","27120","2","40224","31689","1",".","","1226058"
"1998","Arizona","Spirits","6393619","2627778","387150","6787","5","338708","7758","5",".","374","2391214"
"1998","Arizona","Wine","9847220","1270291","387150","3281","5","338708","3750","5",".","107","1053653"
"1998","Arizona","Beer","124031000","5581395","387150","14417","2","338708","16478","2",".","47","5829457"
"1998","Arizona","All Beverages","","9479464","387150","24485","2","338708","27987","2",".","","9274324"
"1998","Arkansas","Spirits","2622224","1077734","210288","5125","8","182555","5904","8",".","364","954490"
"1998","Arkansas","Wine","1858091","239694","210288","1140","10","182555","1313","10",".","112","208106"
"1998","Arkansas","Beer","51626667","2323200","210288","11048","9","182555","12726","9",".","47","2426453"
"1998","Arkansas","All Beverages","","3640628","210288","17313","10","182555","19943","10",".","","3589049"
"1998","California","Spirits","37972659","15606763","2572193","6067","6","2247462","6944","6",".","374","14201774"
"1998","California","Wine","97959572","12636785","2572193","4913","1","2247462","5623","1",".","110","10775553"
"1998","California","Beer","632865000","28478925","2572193","11072","9","2247462","12672","9",".","47","29744655"
"1998","California","All Beverages","","56722473","2572193","22052","6","2247462","25238","5",".","","54721982"
"1998","Colorado","Spirits","6664000","2738904","329291","8318","2","288513","9493","2",".","366","2439024"
"1998","Colorado","Wine","9543738","1231142","329291","3739","3","288513","4267","3",".","106","1011636"
"1998","Colorado","Beer","97093211","4369194","329291","13268","4","288513","15144","4",".","47","4563381"
"1998","Colorado","All Beverages","","8339241","329291","25325","2","288513","28904","2",".","","8014041"
"1998","Connecticut","Spirits","5005526","2057271","271170","7587","3","242009","8501","3",".","362","1812000"
"1998","Connecticut","Wine","10272135","1325105","271170","4887","2","242009","5475","2",".","108","1109391"
"1998","Connecticut","Beer","57846000","2603070","271170","9599","10","242009","10756","10",".","47","2718762"
"1998","Connecticut","All Beverages","","5985446","271170","22073","5","242009","24732","6",".","","5640153"
"1998","Delaware","Spirits","1544516","634796","61548","10314","1","54117","11730","1",".","366","565293"
"1998","Delaware","Wine","2259428","291466","61548","4736","2","54117","5386","2",".","108","244018"
"1998","Delaware","Beer","19233082","865489","61548","14062","3","54117","15993","4",".","47","903955"
"1998","Delaware","All Beverages","","1791751","61548","29111","1","54117","33109","1",".","","1713266"
"1998","District of Columbia","Spirits","1809513","743710","47312","15719","1","42377","17550","1",".","387","700281"
"1998","District of Columbia","Wine","2877387","371183","47312","7845","1","42377","8759","1",".","110","316513"
"1998","District of Columbia","Beer","14446000","650070","47312","13740","4","42377","15340","4",".","47","678962"
"1998","District of Columbia","All Beverages","","1764963","47312","37305","1","42377","41649","1",".","","1695756"
"1998","Florida","Spirits","24434294","10042495","1271083","7901","2","1136829","8834","3",".","375","9162860"
"1998","Florida","Wine","37291179","4810562","1271083","3785","3","1136829","4232","4",".","107","3990156"
"1998","Florida","Beer","376340000","16935300","1271083","13324","4","1136829","14897","5",".","47","17687980"
"1998","Florida","All Beverages","","31788357","1271083","25009","2","1136829","27962","3",".","","30840996"
"1998","Georgia","Spirits","10599012","4356194","623920","6982","4","543386","8017","4",".","383","4059422"
"1998","Georgia","Wine","11348807","1463996","623920","2346","6","543386","2694","6",".","108","1225671"
"1998","Georgia","Beer","169105000","7609725","623920","12197","6","543386","14004","6",".","47","7947935"
"1998","Georgia","All Beverages","","13429915","623920","21525","6","543386","24715","6",".","","13233028"
"1998","Hawaii","Spirits","1274963","524010","97795","5358","7","86251","6075","7",".","373","475561"
"1998","Hawaii","Wine","2797102","360826","97795","3690","4","86251","4183","4",".","106","296493"
"1998","Hawaii","Beer","28602145","1287097","97795","13161","5","86251","14923","5",".","47","1344301"
"1998","Hawaii","All Beverages","","2171932","97795","22209","5","86251","25181","5",".","","2116355"
"1998","Idaho","Spirits","1208355","496634","97842","5076","8","82649","6009","8",".","375","453133"
"1998","Idaho","Wine","2509064","323669","97842","3308","4","82649","3916","4",".","106","265961"
"1998","Idaho","Beer","25110000","1129950","97842","11549","7","82649","13672","6",".","47","1180170"
"1998","Idaho","All Beverages","","1950253","97842","19933","7","82649","23597","7",".","","1899264"
"1998","Illinois","Spirits","15135230","6220579","975603","6376","5","852654","7296","5",".","367","5554629"
"1998","Illinois","Wine","25680337","3312763","975603","3396","4","852654","3885","4",".","113","2901878"
"1998","Illinois","Beer","276334000","12435030","975603","12746","5","852654","14584","5",".","47","12987698"
"1998","Illinois","All Beverages","","21968372","975603","22518","4","852654","25765","4",".","","21444205"
"1998","Indiana","Spirits","6772532","2783511","480049","5798","7","416871","6677","7",".","364","2465202"
"1998","Indiana","Wine","7209863","930072","480049","1937","7","416871","2231","7",".","108","778665"
"1998","Indiana","Beer","121723667","5477565","480049","11410","8","416871","13140","8",".","47","5721012"
"1998","Indiana","All Beverages","","9191148","480049","19146","8","416871","22048","8",".","","8964879"
"1998","Iowa","Spirits","2648804","1088658","235018","4632","9","203480","5350","9",".","362","958867"
"1998","Iowa","Wine","2227594","287360","235018","1223","10","203480","1412","10",".","105","233897"
"1998","Iowa","Beer","68457787","3080600","235018","13108","5","203480","15140","4",".","45","3080600"
"1998","Iowa","All Beverages","","4456618","235018","18963","8","203480","21902","8",".","","4273364"
"1998","Kansas","Spirits","2794116","1148382","211666","5425","7","182807","6282","7",".","364","1017058"
"1998","Kansas","Wine","2135272","275450","211666","1301","9","182807","1507","9",".","105","224204"
"1998","Kansas","Beer","50933000","2291985","211666","10828","9","182807","12538","9",".","46","2342918"
"1998","Kansas","All Beverages","","3715817","211666","17555","9","182807","20326","9",".","","3584180"
"1998","Kentucky","Spirits","4143071","1702802","321975","5289","8","280840","6063","8",".","376","1557795"
"1998","Kentucky","Wine","3236674","417531","321975","1297","9","280840","1487","9",".","107","346324"
"1998","Kentucky","Beer","77159000","3472155","321975","10784","9","280840","12363","9",".","47","3626473"
"1998","Kentucky","All Beverages","","5592488","321975","17369","10","280840","19913","10",".","","5530592"
