"Year","State","Beverage_Type","Gallons_of_Beverage","Gallons_of_Ethanol","Population_14_Plus","Ethanol_Per_Capita_14_Plus","Decile_14_Plus","Population_21_Plus","Ethanol_Per_Capita_21_Plus","Decile_21_Plus","Data_Source_Type","Time_Varying_ABV","Gallons_of_Ethanol_from_ABV"
"1988","New Hampshire","Beer","36969000","1663605","87094","19101","1","75984","21894","1",".","46","1700574"
"1988","New Hampshire","All Beverages","","3778882","87094","43388","1","75984","49732","1",".","","3629959"
"1988","New Jersey","Spirits","14244800","5854613","632115","9262","3","555647","10537","3",".","387","5512738"
"1988","New Jersey","Wine","24832743","3203424","632115","5068","2","555647","5765","2",".","112","2781267"
"1988","New Jersey","Beer","161339385","7260272","632115","11486","8","555647","13066","9",".","46","7421612"
"1988","New Jersey","All Beverages","","16318309","632115","25815","4","555647","29368","5",".","","15715617"
"1988","New Mexico","Spirits","1886596","775391","113663","6822","7","97495","7953","7",".","391","737659"
"1988","New Mexico","Wine","2951602","380757","113663","3350","5","97495","3905","5",".","101","298112"
"1988","New Mexico","Beer","41804109","1881185","113663","16551","1","97495","19295","1",".","46","1922989"
"1988","New Mexico","All Beverages","","3037333","113663","26722","4","97495","31154","3",".","","2958760"
"1988","New York","Spirits","30692080","12614445","1462225","8627","5","1278598","9866","5",".","390","11969911"
"1988","New York","Wine","50250000","6482250","1462225","4433","3","1278598","5070","3",".","109","5477250"
"1988","New York","Beer","371362000","16711290","1462225","11429","9","1278598","13070","9",".","46","17082652"
"1988","New York","All Beverages","","35807985","1462225","24489","6","1278598","28006","6",".","","34529813"
"1988","North Carolina","Spirits","8722800","3585071","525722","6819","7","454166","7894","7",".","403","3515288"
"1988","North Carolina","Wine","11526000","1486854","525722","2828","6","454166","3274","6",".","108","1244808"
"1988","North Carolina","Beer","130245000","5861025","525722","11149","10","454166","12905","9",".","46","5991270"
"1988","North Carolina","All Beverages","","10932950","525722","20796","8","454166","24073","9",".","","10751366"
"1988","North Dakota","Spirits","1092063","448838","50986","8803","4","44125","10172","4",".","383","418260"
"1988","North Dakota","Wine","755081","97405","50986","1910","8","44125","2207","8",".","94","70978"
"1988","North Dakota","Beer","15972902","718781","50986","14098","4","44125","16290","4",".","46","734753"
"1988","North Dakota","All Beverages","","1265024","50986","24811","6","44125","28669","6",".","","1223991"
"1988","Ohio","Spirits","11464511","4711914","861671","5468","9","747005","6308","9",".","368","4218940"
"1988","Ohio","Wine","15936000","2055744","861671","2386","7","747005","2752","7",".","108","1721088"
"1988","Ohio","Beer","257704000","11596680","861671","13458","5","747005","15524","5",".","46","11854384"
"1988","Ohio","All Beverages","","18364338","861671","21312","8","747005","24584","8",".","","17794412"
"1988","Oklahoma","Spirits","3127391","1285358","248833","5166","10","215554","5963","10",".","397","1241574"
"1988","Oklahoma","Wine","2750280","354786","248833","1426","9","215554","1646","10",".","119","327283"
"1988","Oklahoma","Beer","59292000","2668140","248833","10723","10","215554","12378","10",".","46","2727432"
"1988","Oklahoma","All Beverages","","4308284","248833","17314","10","215554","19987","10",".","","4296289"
"1988","Oregon","Spirits","3824191","1571743","219270","7168","6","192706","8156","6",".","395","1510555"
"1988","Oregon","Wine","8845125","1141021","219270","5204","1","192706","5921","1",".","107","946428"
"1988","Oregon","Beer","62665749","2819959","219270","12861","6","192706","14633","7",".","46","2882624"
"1988","Oregon","All Beverages","","5532723","219270","25232","5","192706","28711","6",".","","5339607"
"1988","Pennsylvania","Spirits","12665073","5205345","967869","5378","10","847315","6143","10",".","384","4863388"
"1988","Pennsylvania","Wine","14252542","1838578","967869","1900","9","847315","2170","9",".","116","1653295"
"1988","Pennsylvania","Beer","303085000","13638825","967869","14092","4","847315","16097","4",".","46","13941910"
"1988","Pennsylvania","All Beverages","","20682748","967869","21369","8","847315","24410","8",".","","20458593"
"1988","Rhode Island","Spirits","1917889","788252","82152","9595","2","71577","11013","2",".","376","721126"
"1988","Rhode Island","Wine","3103750","400384","82152","4874","2","71577","5594","2",".","111","344516"
"1988","Rhode Island","Beer","25151851","1131833","82152","13777","5","71577","15813","5",".","46","1156985"
"1988","Rhode Island","All Beverages","","2320469","82152","28246","3","71577","32419","3",".","","2222627"
"1988","South Carolina","Spirits","5904030","2426556","270490","8971","4","231338","10489","4",".","401","2367516"
"1988","South Carolina","Wine","5519000","711951","270490","2632","6","231338","3078","6",".","99","546381"
"1988","South Carolina","Beer","83081000","3738645","270490","13822","5","231338","16161","4",".","46","3821726"
"1988","South Carolina","All Beverages","","6877152","270490","25425","5","231338","29728","4",".","","6735623"
"1988","South Dakota","Spirits","1034002","424975","53899","7885","6","46722","9096","6",".","378","390853"
"1988","South Dakota","Wine","689000","88881","53899","1649","9","46722","1902","9",".","102","70278"
"1988","South Dakota","Beer","15003000","675135","53899","12526","7","46722","14450","7",".","46","690138"
"1988","South Dakota","All Beverages","","1188991","53899","22059","8","46722","25448","8",".","","1151269"
"1988","Tennessee","Spirits","5772161","2372358","388728","6103","8","336830","7043","8",".","398","2297320"
"1988","Tennessee","Wine","4397000","567213","388728","1459","9","336830","1684","9",".","99","435303"
"1988","Tennessee","Beer","105267000","4737015","388728","12186","8","336830","14063","8",".","46","4842282"
"1988","Tennessee","All Beverages","","7676586","388728","19748","9","336830","22791","9",".","","7574905"
"1988","Texas","Spirits","18354810","7543827","1286121","5866","9","1102008","6846","9",".","401","7360279"
"1988","Texas","Wine","27787338","3584567","1286121","2787","6","1102008","3253","6",".","93","2584222"
"1988","Texas","Beer","460060261","20702712","1286121","16097","2","1102008","18786","1",".","46","21162772"
"1988","Texas","All Beverages","","31831106","1286121","24750","6","1102008","28885","5",".","","31107273"
"1988","Utah","Spirits","1387811","570390","118143","4828","10","98174","5810","10",".","380","527368"
"1988","Utah","Wine","1291000","166539","118143","1410","10","98174","1696","9",".","111","143301"
"1988","Utah","Beer","21584000","971280","118143","8221","10","98174","9893","10",".","46","992864"
"1988","Utah","All Beverages","","1708209","118143","14459","10","98174","17400","10",".","","1663533"
"1988","Vermont","Spirits","1013572","416578","43978","9472","3","37989","10966","3",".","387","392252"
"1988","Vermont","Wine","1928000","248712","43978","5655","1","37989","6547","1",".","97","187016"
"1988","Vermont","Beer","15048000","677160","43978","15398","2","37989","17825","2",".","46","692208"
"1988","Vermont","All Beverages","","1342450","43978","30525","2","37989","35337","2",".","","1271476"
"1988","Virginia","Spirits","8024126","3297916","488675","6749","7","424665","7766","8",".","398","3193602"
"1988","Virginia","Wine","9610319","1239731","488675","2537","7","424665","2919","7",".","102","980253"
"1988","Virginia","Beer","142399318","6407969","488675","13113","6","424665","15089","6",".","46","6550369"
"1988","Virginia","All Beverages","","10945616","488675","22399","7","424665","25775","7",".","","10724224"
"1988","Washington","Spirits","6938564","2851750","368936","7730","6","323417","8818","6",".","392","2719917"
"1988","Washington","Wine","14363686","1852915","368936","5022","2","323417","5729","2",".","102","1465096"
"1988","Washington","Beer","100933000","4541985","368936","12311","8","323417","14044","8",".","46","4642918"
"1988","Washington","All Beverages","","9246650","368936","25063","6","323417","28590","6",".","","8827931"
"1988","West Virginia","Spirits","1489454","612166","147752","4143","10","127438","4804","10",".","398","592803"
"1988","West Virginia","Wine","1375000","177375","147752","1200","10","127438","1392","10",".","98","134750"
"1988","West Virginia","Beer","37654548","1694455","147752","11468","9","127438","13296","8",".","46","1732109"
"1988","West Virginia","All Beverages","","2483996","147752","16812","10","127438","19492","10",".","","2459662"
"1988","Wisconsin","Spirits","8870188","3645647","382457","9532","3","332398","10968","3",".","386","3423893"
"1988","Wisconsin","Wine","9840669","1269446","382457","3319","5","332398","3819","5",".","101","993908"
"1988","Wisconsin","Beer","149646750","6734104","382457","17607","1","332398","20259","1",".","46","6883751"
"1988","Wisconsin","All Beverages","","11649197","382457","30459","2","332398","35046","2",".","","11301552"
"1988","Wyoming","Spirits","743540","305595","35076","8712","5","30160","10132","4",".","382","284032"
"1988","Wyoming","Wine","654000","84366","35076","2405","7","30160","2797","7",".","97","63438"
"1988","Wyoming","Beer","11322000","509490","35076","14525","3","30160","16893","3",".","46","520812"
"1988","Wyoming","All Beverages","","899451","35076","25643","5","30160","29822","4",".","","868282"
"1988","Northeast Region","Spirits","86331602","35482287","4136007","8579","","3620436","9801","",".","384","33151335"
"1988","Northeast Region","Wine","129551225","16712108","4136007","4041","","3620436","4616","",".","111","14380186"
"1988","Northeast Region","Beer","1147016899","51615760","4136007","12480","","3620436","14257","",".","46","52762777"
"1988","Northeast Region","All Beverages","","103810155","4136007","25099","","3620436","28673","",".","","100294298"
"1988","Midwest Region","Spirits","85619026","35189419","4708010","7474","","4084711","8615","",".","381","32620849"
"1988","Midwest Region","Wine","104466229","13476144","4708010","2862","","4084711","3299","",".","104","10864488"
"1988","Midwest Region","Beer","1439533918","64779026","4708010","13759","","4084711","15859","",".","46","66218560"
"1988","Midwest Region","All Beverages","","113444589","4708010","24096","","4084711","27773","",".","","109703897"
"1988","South Region","Spirits","120878929","49681240","6683225","7434","","5786546","8586","",".","397","47988935"
"1988","South Region","Wine","138115781","17816936","6683225","2666","","5786546","3079","",".","102","14087810"
"1988","South Region","Beer","1992291291","89653108","6683225","13415","","5786546","15493","",".","46","91645399"
"1988","South Region","All Beverages","","157151284","6683225","23514","","5786546","27158","",".","","153722144"
"1988","West Region","Spirits","83720035","34408935","4000265","8602","","3483601","9877","",".","388","32483374"
"1988","West Region","Wine","175170432","22596986","4000265","5649","","3483601","6487","",".","104","18217725"
"1988","West Region","Beer","1210542268","54474402","4000265","13618","","3483601","15637","",".","46","55684944"
"1988","West Region","All Beverages","","111480323","4000265","27868","","3483601","32001","",".","","106386043"
"1988","United States","Spirits","376549592","154761881","19527508","7925","","16975296","9117","",".","388","146101242"
"1988","United States","Wine","547303667","70602174","19527508","3616","","16975296","4159","",".","105","57466885"
"1988","United States","Beer","5789384376","260522296","19527508","13341","","16975296","15347","",".","46","266311681"
"1988","United States","All Beverages","","485886351","19527508","24882","","16975296","28623","",".","","469879808"
"1989","Alabama","Spirits","4735253","1946189","320733","6068","8","275656","7060","8",".","399","1889366"
"1989","Alabama","Wine","4267000","550443","320733","1716","9","275656","1997","9",".","106","452302"
"1989","Alabama","Beer","79989720","3599537","320733","11223","9","275656","13058","9",".","46","3679527"
"1989","Alabama","All Beverages","","6096169","320733","19007","9","275656","22115","9",".","","6021195"
"1989","Alaska","Spirits","1172084","481727","40461","11906","1","35020","13756","1",".","375","439532"
"1989","Alaska","Wine","1389286","179218","40461","4429","3","35020","5118","3",".","116","161157"
"1989","Alaska","Beer","13624058","613083","40461","15152","2","35020","17506","2",".","46","626707"
"1989","Alaska","All Beverages","","1274028","40461","31487","1","35020","36380","1",".","","1227396"
"1989","Arizona","Spirits","5733158","2356328","284739","8275","5","247650","9515","5",".","383","2195800"
"1989","Arizona","Wine","7717139","995511","284739","3496","4","247650","4020","4",".","100","771714"
"1989","Arizona","Beer","103057200","4637574","284739","16287","1","247650","18726","2",".","46","4740631"
